,Time,Status
0,0 days 00:00:05.755000,Inactive
1,0 days 00:14:57.820000,Started
2,0 days 00:32:57.928000,Finished
3,0 days 00:38:11.904000,Inactive
4,0 days 00:39:57.831000,Started
5,0 days 00:54:57.864000,Finished
6,0 days 01:01:11.428000,Inactive
7,0 days 01:02:57.835000,Started
8,0 days 01:14:57.830000,Finished
9,0 days 01:17:50.716000,Finalised
10,0 days 01:17:50.716000,Ends
