,Time,Status
0,0 days 00:00:09.509000,Inactive
1,0 days 00:57:21.749000,Started
2,0 days 02:30:41.289000,Finished
3,0 days 02:47:46.754000,Finalised
4,0 days 02:48:54.658000,Ends
