,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1109,,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
Name,Emilia Romagna Grand Prix,,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
OfficialName,FORMULA 1 ROLEX GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2022,,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
Location,Imola,,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
Country,"{'Key': 13, 'Code': 'ITA', 'Name': 'Italy'}",,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
Circuit,"{'Key': 6, 'ShortName': 'Imola'}",,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
Status,,Generating,7019,Race,Race,2022-04-24 15:00:00,2022-04-24 17:00:00,0 days 02:00:00,2022/2022-04-24_Emilia_Romagna_Grand_Prix/2022-04-24_Race/
