,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1049,,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
Name,70th Anniversary Grand Prix,,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
Location,Silverstone,,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
Country,"{'Key': 2, 'Code': 'GBR', 'Name': 'Great Britain'}",,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
Circuit,"{'Key': 2, 'ShortName': 'Silverstone'}",,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
Status,,Generating,5780,Qualifying,Qualifying,2020-08-08 14:00:00,2020-08-08 15:00:00,0 days 01:00:00,2020/2020-08-09_70th_Anniversary_Grand_Prix/2020-08-08_Qualifying/
