,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2020-11-28 14:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
1,2020-11-28 14:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2,2020-11-28 14:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
3,2020-11-28 14:30:25,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
4,2020-11-28 14:30:26,Other,DRS DISABLED IN ZONE 3,,,,,,
5,2020-11-28 14:30:28,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,
6,2020-11-28 14:30:50,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
7,2020-11-28 14:30:50,Flag,RED FLAG,,RED,Track,,,
8,2020-11-28 14:30:50,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
9,2020-11-28 14:32:47,CarEvent,CAR 55 (SAI) STOPPED AT TURN 1,,,,,55,
10,2020-11-28 14:36:04,Other,SESSION WILL RE-START AT 17:38,,,,,,
11,2020-11-28 14:37:00,Flag,TRACK CLEAR,,CLEAR,Track,,,
12,2020-11-28 14:37:01,Drs,DRS ENABLED,ENABLED,,,,,
13,2020-11-28 14:38:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
14,2020-11-28 14:47:10,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
15,2020-11-28 14:50:03,Other,Q3 WILL START AT 17:56,,,,,,
16,2020-11-28 14:56:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
17,2020-11-28 15:08:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
