,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:30.823000,14.9,55.4,964.5,False,28.1,132,2.6
1,0 days 00:01:30.837000,14.6,56.2,964.5,False,28.1,256,2.7
2,0 days 00:02:30.851000,14.6,57.8,964.4,False,28.2,139,1.5
3,0 days 00:03:30.871000,14.9,57.4,964.4,False,28.4,182,4.5
4,0 days 00:04:30.877000,14.7,56.3,964.3,False,28.4,282,1.3
5,0 days 00:05:30.890000,14.6,57.9,964.3,False,28.1,172,2.3
6,0 days 00:06:30.903000,14.7,56.0,964.4,False,28.1,166,2.8
7,0 days 00:07:30.917000,14.5,55.7,964.5,False,28.1,155,3.1
8,0 days 00:08:30.936000,14.5,56.1,964.4,False,28.3,50,1.7
9,0 days 00:09:30.945000,14.7,54.5,964.4,False,28.3,0,1.5
10,0 days 00:10:30.957000,14.7,53.7,964.3,False,28.4,326,0.6
11,0 days 00:11:30.972000,15.0,54.1,964.4,False,28.5,28,1.8
12,0 days 00:12:30.985000,15.2,53.4,964.4,False,28.7,15,1.9
13,0 days 00:13:31,15.2,51.7,964.4,False,28.8,284,2.1
14,0 days 00:14:31.014000,15.0,53.1,964.4,False,28.6,174,2.1
15,0 days 00:15:31.026000,15.0,53.3,964.4,False,28.3,139,2.0
16,0 days 00:16:31.043000,15.1,52.6,964.4,False,28.3,61,1.4
17,0 days 00:17:31.056000,15.3,51.7,964.4,False,29.0,141,1.2
18,0 days 00:18:31.069000,15.5,52.5,964.4,False,29.1,161,1.3
19,0 days 00:19:31.081000,15.6,51.8,964.3,False,28.8,192,2.6
20,0 days 00:20:31.095000,15.2,52.9,964.5,False,26.8,321,3.2
21,0 days 00:21:31.107000,14.9,54.8,964.4,False,26.8,170,1.6
22,0 days 00:22:31.122000,15.2,54.1,964.4,False,26.9,30,1.4
23,0 days 00:23:31.134000,14.9,53.0,964.3,False,26.5,225,2.8
24,0 days 00:24:31.150000,14.7,54.5,964.5,False,26.4,163,2.3
25,0 days 00:25:31.164000,14.7,54.3,964.4,False,26.3,147,3.2
26,0 days 00:26:31.175000,14.6,54.5,964.4,False,26.4,152,2.3
27,0 days 00:27:31.190000,14.6,54.6,964.4,False,26.5,232,2.1
28,0 days 00:28:31.203000,14.6,55.2,964.3,False,26.8,40,0.7
