,Time,Status
0,0 days 00:00:02.659000,Inactive
1,0 days 01:02:39.217000,Started
2,0 days 02:38:00.802000,Finished
3,0 days 02:48:40.088000,Finalised
4,0 days 02:48:40.088000,Ends
