,Time,Status
0,0 days 00:00:07.566000,Inactive
1,0 days 00:33:28.079000,Started
2,0 days 01:13:02.096000,Aborted
3,0 days 01:39:59.929000,Started
4,0 days 02:20:34.351000,Finished
5,0 days 02:23:28.865000,Finalised
6,0 days 02:23:28.865000,Ends
