,Time,Status
0,0 days 00:00:07.491000,Inactive
1,0 days 00:58:41.498000,Started
2,0 days 02:23:19.918000,Finished
3,0 days 02:29:45.803000,Finalised
4,0 days 02:29:45.803000,Ends
