,Time,Status
0,0 days 00:00:03.629000,Inactive
1,0 days 00:03:51.072000,Started
2,0 days 00:16:27.007000,Aborted
3,0 days 00:22:27.967000,Inactive
4,0 days 00:23:51.136000,Started
5,0 days 00:29:16.208000,Finished
6,0 days 00:35:05.429000,Inactive
7,0 days 00:36:51.129000,Started
8,0 days 00:51:51.152000,Finished
9,0 days 00:58:03.714000,Inactive
10,0 days 00:59:51.053000,Started
11,0 days 01:11:51.033000,Finished
12,0 days 01:15:32.660000,Finalised
13,0 days 01:16:48.221000,Ends
