,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:17.820000,23.9,63.6,960.9,False,30.1,126,0.8
1,0 days 00:01:17.820000,23.8,63.1,960.9,False,30.1,112,0.6
2,0 days 00:02:17.821000,23.9,61.6,960.8,False,30.2,119,0.9
3,0 days 00:03:17.820000,23.9,61.9,960.9,False,30.2,84,0.7
4,0 days 00:04:17.819000,24.0,62.0,960.7,False,30.2,146,0.6
5,0 days 00:05:17.822000,24.0,61.0,960.6,False,30.9,140,0.9
6,0 days 00:06:17.821000,24.0,61.2,960.5,False,30.7,132,0.7
7,0 days 00:07:17.822000,24.0,60.5,960.5,False,30.7,135,0.9
8,0 days 00:08:17.843000,24.0,60.8,960.5,False,31.3,133,0.9
9,0 days 00:09:17.821000,24.0,60.4,960.5,False,31.5,130,1.0
10,0 days 00:10:17.837000,24.0,60.4,960.4,False,31.5,129,1.0
11,0 days 00:11:17.825000,24.0,60.4,960.4,False,31.5,129,1.0
12,0 days 00:12:17.819000,24.0,60.8,960.3,False,31.0,105,0.6
13,0 days 00:13:17.823000,24.1,60.2,960.1,False,31.1,121,0.8
14,0 days 00:14:17.821000,24.2,60.0,960.1,False,31.1,153,0.8
15,0 days 00:15:17.822000,24.3,60.0,960.2,False,31.1,121,0.5
16,0 days 00:16:17.821000,24.4,58.9,960.3,False,32.5,110,0.7
17,0 days 00:17:17.820000,24.5,58.0,960.3,False,32.8,137,0.7
18,0 days 00:18:17.821000,24.8,57.9,960.1,False,33.4,116,0.7
19,0 days 00:19:17.822000,25.0,57.7,960.0,False,33.6,156,0.5
20,0 days 00:20:17.821000,25.2,57.6,960.2,False,33.4,100,0.6
21,0 days 00:21:17.821000,25.2,58.8,960.1,False,32.8,142,0.7
22,0 days 00:22:17.820000,25.1,59.5,960.2,False,33.5,136,0.7
23,0 days 00:23:17.826000,25.2,59.7,960.2,False,33.4,102,0.6
24,0 days 00:24:17.820000,25.2,59.2,960.0,False,33.4,98,0.4
25,0 days 00:25:17.820000,25.4,58.4,959.9,False,34.7,141,0.6
26,0 days 00:26:17.825000,25.4,58.2,960.1,False,35.9,105,0.7
