,Time,Status
0,0 days 00:00:03.500000,Inactive
1,0 days 00:13:34.305000,Started
2,0 days 00:24:45.718000,Aborted
3,0 days 00:27:24.893000,Inactive
4,0 days 00:34:34.302000,Started
5,0 days 00:41:23.312000,Finished
6,0 days 00:46:41.561000,Inactive
7,0 days 00:48:34.309000,Started
8,0 days 01:03:34.302000,Finished
9,0 days 01:09:47.604000,Inactive
10,0 days 01:11:34.305000,Started
11,0 days 01:23:34.320000,Finished
12,0 days 01:26:40.648000,Finalised
13,0 days 01:36:25.802000,Ends
