,Meeting,SessionStatus,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1277,Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Name,British Grand Prix,Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
OfficialName,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2025,Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Location,Silverstone,Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Number,12,Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Country,"{'Key': 2, 'Code': 'GBR', 'Name': 'United Kingdom'}",Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Circuit,"{'Key': 2, 'ShortName': 'Silverstone'}",Inactive,,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
Status,,Inactive,Generating,9943,Qualifying,Qualifying,2025-07-05 15:00:00,2025-07-05 16:00:00,0 days 01:00:00,2025/2025-07-06_British_Grand_Prix/2025-07-05_Qualifying/
