,Meeting,SessionStatus,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1273,Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Name,São Paulo Grand Prix,Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
OfficialName,FORMULA 1 MSC CRUISES GRANDE PRÊMIO DE SÃO PAULO 2025,Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Location,São Paulo,Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Number,21,Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Country,"{'Key': 10, 'Code': 'BRA', 'Name': 'Brazil'}",Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Circuit,"{'Key': 14, 'ShortName': 'Interlagos'}",Inactive,,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
Status,,Inactive,Generating,9865,Qualifying,Qualifying,2025-11-08 15:00:00,2025-11-08 16:00:00,-1 days +21:00:00,2025/2025-11-09_São_Paulo_Grand_Prix/2025-11-08_Qualifying/
