,Time,Status
0,0 days 00:00:09.625000,Inactive
1,0 days 00:56:15.070000,Started
2,0 days 02:29:13.298000,Finished
3,0 days 02:32:21.118000,Finalised
4,0 days 02:52:07.860000,Ends
