,Meeting,SessionStatus,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1262,Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Name,Spanish Grand Prix,Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
OfficialName,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Location,Barcelona,Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Number,9,Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Country,"{'Key': 1, 'Code': 'ESP', 'Name': 'Spain'}",Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Circuit,"{'Key': 15, 'ShortName': 'Catalunya'}",Inactive,,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
Status,,Inactive,Generating,9967,Qualifying,Qualifying,2025-05-31 16:00:00,2025-05-31 17:00:00,0 days 02:00:00,2025/2025-06-01_Spanish_Grand_Prix/2025-05-31_Qualifying/
