,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2021-03-27 14:45:25,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
1,2021-03-27 14:50:27,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2,2021-03-27 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
3,2021-03-27 15:03:57,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,
4,2021-03-27 15:04:02,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,
5,2021-03-27 15:04:17,CarEvent,CAR 9 (MAZ) SPUN AND CONTINUED AT TURN 13,,,,,9,
6,2021-03-27 15:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
7,2021-03-27 15:18:08,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,
8,2021-03-27 15:18:09,Other,DRS DISABLED IN ZONE 3,,,,,,
9,2021-03-27 15:18:24,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,
10,2021-03-27 15:18:25,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
11,2021-03-27 15:18:25,Other,DRS ENABLED IN ZONE 3,,,,,,
12,2021-03-27 15:19:08,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
13,2021-03-27 15:20:34,Other,LAP TIMES SET DURING YELLOW FLAGS WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
14,2021-03-27 15:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
15,2021-03-27 15:31:47,Other,CAR 11 (PER) TIME 1:30.750 DELETED - TRACK LIMITS AT TURN 4,,,,,,
16,2021-03-27 15:31:52,Other,CAR 3 (RIC) TIME 1:30.877 DELETED - TRACK LIMITS AT TURN 4,,,,,,
17,2021-03-27 15:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
18,2021-03-27 15:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
19,2021-03-27 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
20,2021-03-27 16:22:26,Other,"SESSION TEMPERATURES: AIR = 29, TRACK = 32",,,,,,
