,Time,Status
0,0 days 00:00:01.261000,Inactive
1,0 days 00:14:59.867000,Started
2,0 days 00:32:59.906000,Finished
3,0 days 00:38:10.841000,Inactive
4,0 days 00:39:59.869000,Started
5,0 days 00:54:59.944000,Finished
6,0 days 01:01:07.027000,Inactive
7,0 days 01:02:59.867000,Started
8,0 days 01:14:59.865000,Finished
9,0 days 01:18:32.794000,Finalised
10,0 days 01:37:25.963000,Ends
