,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
44,44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:26.818000,0 days 00:01:26.256000,0 days 00:01:25.892000,,,,
5,5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,,,0 days 00:01:26.585000,0 days 00:01:26.372000,0 days 00:01:25.936000,,,,
7,7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,3.0,,,0 days 00:01:27.549000,0 days 00:01:26.483000,0 days 00:01:25.990000,,,,
77,77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,,,0 days 00:01:27.025000,0 days 00:01:26.413000,0 days 00:01:26.217000,,,,
33,33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:27.309000,0 days 00:01:27.013000,0 days 00:01:26.602000,,,,
3,3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,,,0 days 00:01:27.979000,0 days 00:01:27.369000,0 days 00:01:27.099000,,,,
20,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,7.0,,,0 days 00:01:28.143000,0 days 00:01:27.730000,0 days 00:01:27.244000,,,,
8,8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,8.0,,,0 days 00:01:28.086000,0 days 00:01:27.522000,0 days 00:01:27.455000,,,,
16,16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,9.0,,,0 days 00:01:27.962000,0 days 00:01:27.790000,0 days 00:01:27.879000,,,,
31,31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,10.0,,,0 days 00:01:28.279000,0 days 00:01:27.843000,0 days 00:01:28.194000,,,,
27,27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,11.0,,,0 days 00:01:28.017000,0 days 00:01:27.901000,,,,,
11,11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,12.0,,,0 days 00:01:28.210000,0 days 00:01:27.928000,,,,,
14,14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,13.0,,,0 days 00:01:28.187000,0 days 00:01:28.139000,,,,,
10,10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,14.0,,,0 days 00:01:28.399000,0 days 00:01:28.343000,,,,,
9,9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,15.0,,,0 days 00:01:28.249000,0 days 00:01:28.391000,,,,,
55,55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,16.0,,,0 days 00:01:28.456000,,,,,,
2,2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,17.0,,,0 days 00:01:29.096000,,,,,,
35,35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,18.0,,,0 days 00:01:29.252000,,,,,,
18,18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,19.0,,,,,,,,,
28,28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,20.0,,,,,,,,,
