,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:27.403000,20.8,48.0,971.4,False,34.1,88,1.2
1,0 days 00:01:27.404000,20.8,47.0,971.2,False,34.6,340,0.8
2,0 days 00:02:27.404000,20.7,47.0,971.2,False,34.7,327,2.2
3,0 days 00:03:27.406000,20.7,48.0,971.2,False,34.7,299,2.5
4,0 days 00:04:27.410000,20.7,46.0,971.4,False,35.2,308,1.7
5,0 days 00:05:27.399000,20.8,46.0,971.4,False,35.7,320,2.5
6,0 days 00:06:27.405000,20.9,44.0,971.4,False,35.7,290,1.3
7,0 days 00:07:27.405000,21.0,44.0,971.2,False,35.7,344,1.7
8,0 days 00:08:27.411000,21.0,43.0,971.4,False,35.7,329,1.2
9,0 days 00:09:27.405000,21.0,42.0,971.4,False,35.8,0,1.6
10,0 days 00:10:27.405000,20.9,43.0,971.4,False,35.4,147,0.5
11,0 days 00:11:27.406000,20.9,43.0,971.2,False,35.4,0,0.8
12,0 days 00:12:27.412000,21.1,44.0,971.2,False,36.0,332,1.3
13,0 days 00:13:27.405000,21.1,45.0,971.2,False,36.1,288,2.2
14,0 days 00:14:27.407000,21.0,47.0,971.2,False,36.1,313,1.1
15,0 days 00:15:27.408000,21.1,45.0,971.2,False,36.0,316,1.5
16,0 days 00:16:27.443000,21.2,41.0,971.2,False,36.0,282,2.0
17,0 days 00:17:27.396000,21.1,41.0,971.4,False,35.9,325,1.2
18,0 days 00:18:27.406000,21.2,41.0,971.2,False,35.9,218,1.2
19,0 days 00:19:27.418000,21.2,41.0,971.2,False,36.3,179,1.7
20,0 days 00:20:27.406000,21.1,40.0,971.4,False,36.6,164,1.3
21,0 days 00:21:27.413000,21.0,41.0,971.4,False,36.4,167,1.3
22,0 days 00:22:27.401000,21.0,40.0,971.2,False,36.0,194,1.2
23,0 days 00:23:27.407000,21.0,41.0,971.4,False,35.9,193,1.8
24,0 days 00:24:27.406000,21.2,41.0,971.2,False,35.9,317,1.5
25,0 days 00:25:27.405000,21.3,40.0,971.2,False,37.0,299,1.6
26,0 days 00:26:27.407000,21.4,39.0,971.2,False,37.0,318,2.4
27,0 days 00:27:27.407000,21.4,38.0,971.2,False,36.6,340,1.6
28,0 days 00:28:27.409000,21.5,38.0,971.2,False,36.3,247,1.5
29,0 days 00:29:27.408000,21.5,39.0,971.2,False,35.7,177,1.3
30,0 days 00:30:27.407000,21.5,39.0,971.2,False,35.7,91,1.6
31,0 days 00:31:27.408000,21.5,39.0,971.2,False,36.0,148,0.8
32,0 days 00:32:27.415000,21.4,39.0,971.2,False,36.0,196,1.2
