,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2022-03-19 14:45:14,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
1,2022-03-19 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2,2022-03-19 15:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
3,2022-03-19 15:18:12,Other,FIRST CAR TO TAKE THE FLAG - CAR18,,,,,,
4,2022-03-19 15:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
5,2022-03-19 15:39:57,Other,CAR 24 (ZHO) TIME 1:32.387 DELETED - TRACK LIMITS AT TURN 5,,,,,,
6,2022-03-19 15:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
7,2022-03-19 15:40:17,Other,FIRST CAR TO TAKE THE FLAG - CAR 31 (OCO),,,,,,
8,2022-03-19 15:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
9,2022-03-19 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
10,2022-03-19 16:00:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO),,,,,,
11,2022-03-19 16:00:29,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,
12,2022-03-19 16:00:30,Other,DRS DISABLED IN ZONE 3,,,,,,
13,2022-03-19 16:00:52,CarEvent,CAR 20 (MAG) STOPPED AT TURN 1,,,,,20,
14,2022-03-19 16:01:20,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,
15,2022-03-19 16:02:31,Other,DRS ENABLED IN ZONE 3,,,,,,
16,2022-03-19 16:02:31,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
