,Time,Status
0,0 days 00:00:07.141000,Inactive
1,0 days 00:57:49.893000,Started
2,0 days 02:11:14.389000,Finished
3,0 days 02:24:12.942000,Finalised
4,0 days 02:24:12.942000,Ends
