,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2019-10-13 00:44:21,Other,TRACK TEST COMPLETED,,,,,,
1,2019-10-13 00:45:02,Other,RISK OF RAIN FOR THIS SESSION IS 0%,,,,,,
2,2019-10-13 01:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
3,2019-10-13 01:02:04,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
4,2019-10-13 01:02:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,
5,2019-10-13 01:02:09,Flag,RED FLAG,,RED,Track,,,
6,2019-10-13 01:02:09,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,
7,2019-10-13 01:02:09,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
8,2019-10-13 01:03:29,Other,CAR 88 (KUB) STOPPED ON PIT STRAIGHT,,,,,,
9,2019-10-13 01:08:57,Other,SESSION WILL RE-START AT 10:10,,,,,,
10,2019-10-13 01:09:25,Flag,TRACK CLEAR,,CLEAR,Track,,,
11,2019-10-13 01:09:26,Drs,DRS ENABLED,ENABLED,,,,,
12,2019-10-13 01:10:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
13,2019-10-13 01:14:02,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
14,2019-10-13 01:14:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
15,2019-10-13 01:14:09,Flag,RED FLAG,,RED,Track,,,
16,2019-10-13 01:14:09,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
17,2019-10-13 01:14:09,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
18,2019-10-13 01:14:28,CarEvent,CAR 20 (MAG) STOPPED AT TURN 18,,,,,20,
19,2019-10-13 01:19:20,Other,SESSION WILL RE-START AT 10:21,,,,,,
20,2019-10-13 01:20:01,Flag,TRACK CLEAR,,CLEAR,Track,,,
21,2019-10-13 01:20:03,Drs,DRS ENABLED,ENABLED,,,,,
22,2019-10-13 01:21:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
23,2019-10-13 01:32:42,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
24,2019-10-13 01:32:53,Other,FIRST CAR TO TAKE THE FLAG - 44,,,,,,
25,2019-10-13 01:35:16,Other,Q2 WILL START AT 10:40,,,,,,
26,2019-10-13 01:40:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
27,2019-10-13 01:55:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
28,2019-10-13 01:55:06,Other,FIRST CAR TO TAKE THE FLAG - 7,,,,,,
29,2019-10-13 01:57:29,Other,Q3 WILL START AT 11:03,,,,,,
30,2019-10-13 02:03:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
31,2019-10-13 02:15:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
32,2019-10-13 02:15:11,Other,FIRST CAR TO TAKE THE FLAG - 4,,,,,,
