,Time,Status
0,0 days 00:00:09.802000,Inactive
1,0 days 00:56:57.036000,Started
2,0 days 02:18:03.997000,Finished
3,0 days 02:21:30.361000,Finalised
4,0 days 02:21:30.361000,Ends
