,Time,Status
0,0 days 00:00:05.361000,Inactive
1,0 days 01:02:36.652000,Started
2,0 days 02:36:33.581000,Finished
3,0 days 02:41:02.170000,Finalised
4,0 days 02:41:50.826000,Ends
